Link,Title,Location,Salary,Summary
https://kr.indeed.com/viewjob?jk=18f8b331aceb87db,Vision Engineer/UX engineer,플로이드(FLOYD inc.) 서울 금천구,"연봉 30,000,000원 - 48,000,000원","Realsense등)을 이용한 개발 - Deep Learning model 경량화 - Git, Docker 등 기본적인 개발 도구 사용 - Github/Gitlab 등 repository 운영 채용*분야 2..."
https://kr.indeed.com/viewjob?jk=c193b65defa6a4ec,Web 개발,Success Korea 서울 중구,,"구축 경험자 [우대사항] - GoLang 개발 경험자 - 가상화, Docker 기술 경험자 - 네트워크 지식 보유자 - Python 개발 경험자... GoLang 개발 경험자 - 가상화, Docker 기술 경험자 - 네트워크..."
https://kr.indeed.com/viewjob?jk=1cbd8f84bcf85a5a,Server 개발 - 니드포스피드 엣지,Success Korea 서울,,비자 대상 서비스에대한 전반적인 경험 - MSA 구조에 대한 경험 - Docker에 대한 관심 [전형절차] - 서류심사 온라인 코딩 테스트 1차면접... 경험 - MSA 구조에 대한 경험 - Docker에 대한 관심 [전형절차...
https://kr.indeed.com/viewjob?jk=30e85b958156c552,머신러닝/빅데이터 플랫폼 S/W 연구개발 부문,Success Korea 서울 선릉역,,"경험자 - 수학, 통계, 컴퓨터공학, 산업공학 전공 우대사항 - Docker, Kubernetes 유경험자 - Hadoop, Spark 유경험자... 산업공학 전공 우대사항 - Docker, Kubernetes 유경험자..."
https://kr.indeed.com/viewjob?jk=71ecd14b3431ac40,Cloud Platfrorm 개발 및 운영,Success Korea 성남 분당구,,있으신 분 [우대조건] -고도한 자동화 툴 개발 경험이 있으신 분 - Docker경험이 있으신 분 -Mesos 경험이 있으신 분 -Kubernetes... 동화 툴 개발 경험이 있으신 분 - Docker경험이 있으신 분 -Mesos...
https://kr.indeed.com/viewjob?jk=902ac0063e169447,[AI/NLP] 자연어처리 서비스 및 ML 플랫폼 서버 개발자 모집,엔씨소프트 2.7 성남 판교역,,Framework 혹은 Library(Tensorflow 등)를 이용한 개발 및 환경 구성 경험이 있으신 분 - Docker 또는 Kubernates 기반 서비스 개발 경험이 있으신 분 - MSA(Micro Service...
https://kr.indeed.com/viewjob?jk=36a46caaa8576b94,E-Coin 플랫폼 개발(대리~과장급),Success Korea 서울 이수역,,"angular등 프론트엔드 프레임웍 사용경험 6. Node.js, docker로 개발 경험이 있으신 분 7. 빌드/테스트/배포 자동화 경험 8... 사용경험 6. Node.js, docker로 개발 경험이 있으신 분 7..."
https://kr.indeed.com/viewjob?jk=30da59c8e0f0647a,DevOps Engineer,Success Korea 서울,,분 - JavaScript 기반 CI 환경 구축 경험이 있는 분 - Docker 기반 컨테이너 기반 기술 경험이 있는 분 - 대용량 트래픽 서비스... 환경 구축 경험이 있는 분 - Docker 기반 컨테이너 기반 기술 경험이...
https://kr.indeed.com/viewjob?jk=dc997aad6d8d1a26,"Senior, Software Engineer (Product Engin...",Coupang 2.9 서울,,"WebFlux, React JS, Vue JS, CSS3, HTML5, JPA, Elastic stack, Docker, Kafka, Redis, MySQL, Cassandra, native mobile development..."
https://kr.indeed.com/viewjob?jk=6a5691e710c7582f,Senior Cloud Reliability Engineer - HANA...,SAP 4.3 서울,,"security, backup, session, transaction, etc Experience with Docker, K8S, Git/Gerrit, and some development languages..."
https://kr.indeed.com/viewjob?jk=9e374eae7e16a88f,[XTRM] Senior Server Programmer,PUBG 서울,,"개발 경험 - Linux 혹은 Windows 시스템 프로그래밍 경험 - No-SQL 스택 활용 경험 - Docker, Kubernetes 활용 경험 - 글로벌 서비스 경험 [업무 경력] - 경력 7년 이상 [고용 형태..."
https://kr.indeed.com/viewjob?jk=1947d9fed6bf4e36,백엔드 개발자(리드),Success Korea 서울 역삼역,,"GraphQL, gRPC ? MySQL, MongoDB ? Git, GitHub ? GCP, AWS ? Docker [자격요건] ? 경력 5년 이상(Node.js 경력 3년 이상) ? Node.js를 이용하여 RESTful..."
https://kr.indeed.com/viewjob?jk=18848cd6c6f44fbe,S/W Engineering Efficiency,Success Korea 성남 분당구,,분 - 확장가능한 서비스 모니터링 인프라 개발 경험을 가지신 분 - Docker 인프라 구축 및 운영 경험을 가지신 분 - 전문적인 업무가 가능한... 인프라 개발 경험을 가지신 분 - Docker 인프라 구축 및 운영 경험을...
https://kr.indeed.com/viewjob?jk=428dfc714f91eb13,개발 및 배포 인프라 구축,Success Korea 서울 쌍림동,,스크립트 작성(기초) - Docker 사용 - 경력: 2년 이상 - 직급/직책 : 주임-과장 [우대사항] - Docker Hub에 배포한 이미지... 주임-과장 [우대사항] - Docker Hub에 배포한 이미지 다수...
https://kr.indeed.com/viewjob?jk=90a5f45a5c0247e3,Software Developer,Korea Trade center 대한민국,,"REST, gRPC - Debian Linux, Nginx, Haproxy, MySQL(MariaDB) - Docker, Hyper-V, VirtualBox Language English (Intermediate) 5.00..."
https://kr.indeed.com/viewjob?jk=078874a1e6a568be,[쿠팡쇼핑] Sr. Backend Engineer (Product eng...,Coupang 2.9 서울,,"시니어 개발자들과 함께 시스템 디자인 논의에 참여합니다. 분산 환경 시스템을 구현합니다. Java, AWS, Docker등을 사용하게 됩니다. 이런 분을 찾습니다! Java 언어에 대한 이해가 높으신 분 문제를 해결하고자..."
https://kr.indeed.com/viewjob?jk=29fd1dfb52807853,Software Engineer,Success Korea 대한민국,,서비스의 개발 및 운영 경험 · 웹 서비스의 개발 및 운영 경험 · Docker 등의 컨테이너 기반 서비스 운영 및 경험 · BI 또는 데이터 마이닝... 비스의 개발 및 운영 경험 · Docker 등의 컨테이너 기반 서비스 운영...
https://kr.indeed.com/viewjob?jk=1a6e2cfdaefec7f5,웹개발자 3명(해외거래소),Success Korea 서울 강남구,,"툴을 통한 배포 서비스 경험자 - angular, vueJs 경험자 - docker 이용 가능자 [전형절차] 서류전형-면접 [제출서류] 국문이력서... angular, vueJs 경험자 - docker 이용 가능자 [전형절차..."
https://kr.indeed.com/viewjob?jk=bd701efb0552580e,Deep Learning Platform Engineer,PUBG 서울,,"Spark 등 분산 시스템 개발 환경에 대한 높은 이해도 및 경험 - Docker, Kubernetes에 대한 높은 이해도 - AWS 서비스와 SDK... knowledge of Docker and Kubernetes..."
https://kr.indeed.com/viewjob?jk=c825fcd4b4e7afd3,Cloud Platform Engineer,이베이 코리아 서울 강남구,,"[주요업무] - 컨테이너 기반 On Premise PaaS 플랫폼 아키텍처 설계 및 구축 (예: Docker, Kubernetes 등) - 가상화 기반 On Premise IaaS 플랫폼 아키텍처 설계 및 구축 (예..."
https://kr.indeed.com/viewjob?jk=9d1700f4783d53e0,Cloud System Engineer (3년이상),Success Korea 서울,,"SaltStack, CDK 구축 및 운영 경험 - E-commerce 서비스 인프라 구축 및 운영 경험 - Docker 및 Kubernetes 운영 경험 [전형절차] 서류 모집 서류전형 AI역량검사(온라인) 1차면접 2..."
https://kr.indeed.com/viewjob?jk=d56e72c8b47ac63a,"[Coupang Pay] Senior, Back-end Engineer...",Coupang 2.9 서울,,"혹은 상응하는 자격 우대 사항: 핀테크 관련 조직에서의 소프트웨어 개발 경력 Cloud background ( docker, K8S and AWS/ Google/ Azure) API Gateway, Service Mesh 를..."
https://kr.indeed.com/viewjob?jk=45eb3f50d5eb79d1,가맹점 관리자 사이트 개발 (계약직)-ASAP,Success Korea 성남 판교역,,경험자 [우대사항] - MongoDB 유경험자 - AWS EC2 및 Docker 환경 개발 유경험자 [연봉] 협의진행 [근무지] 판교 [전형절... 유경험자 - AWS EC2 및 Docker 환경 개발 유경험자 [연봉...
https://kr.indeed.com/viewjob?jk=14c0a372e630e071,서버 개발,Success Korea 성남 판교역,,"개발환경에서 DB 연동하여 web UI 로 CRUD 기능 구현 (노트북 제공) 2. Linux 서버에 docker container 로 서버 deploy (VM 서버 제공) [전형절차] 서류전형, 1차면접, 2차면접..."
https://kr.indeed.com/viewjob?jk=07f39bcf7ec84bfc,백엔드 개발자,Success Korea 서울,,"있으신 분 - Git을 통해 협업 가능하신 분 [우대사항] - AWS, Docker 기반 배포 및 운영 경험이 있으신분 - 리눅스 (Ubuntu... 분 [우대사항] - AWS, Docker 기반 배포 및 운영 경험이 있으..."
https://kr.indeed.com/viewjob?jk=9cd2ea7d7d6c300d,Web application Engineer,Success Korea 서울 강남구,,"UX에 관심 [우대사항] - Node.js, AngularJS, Docker, Git 사용 경험 - 문서화, 커뮤니케이션 능력 - 웹사이트 개발... js, AngularJS, Docker, Git 사용 경험 - 문서화..."
https://kr.indeed.com/viewjob?jk=a07a27da3740cf73,솔루션 지속적통합,Success Korea 서울 충무로역,,"Gitlab CI, Github Action 등의 CI 사용자 - Docker Hub에 배포한 이미지가 다수인 분 - 리눅스 Kickstart 이미지... Action 등의 CI 사용자 - Docker Hub에 배포한 이미지가..."
https://kr.indeed.com/viewjob?jk=0bd0dac080ec22e4,DevOps 엔지니어,Success Korea 서울 충무로역,,"로비저닝 툴 사용 가능 - Docker 사용 능숙 [우대사항] - Jenkins, Travis, Appveyor, Gitlab CI, Github Action 등의 CI 사용자 - Docker Hub에 배포한 이미지 다수..."
https://kr.indeed.com/viewjob?jk=26e5364712916061,QA 엔지니어,Success Korea 서울 강남구,,"빌드 담당 엔지니어 [자격요건] - QA업무 경력 5년 이상 - docker를 이용한 개발(php, java, mysql, oracle 등) 환경... QA업무 경력 5년 이상 - docker를 이용한 개발(php, java..."
https://kr.indeed.com/viewjob?jk=dd44bd54e55b2ef8,SW 개발,Success Korea 서울 신논현역,,"Application 개발 경험자 - PaaS(Cloud Foundry, Docker등) 이용한 클라우드서비스 개발 경험자 우대 - Spring 4x... Cloud Foundry, Docker등) 이용한 클라우드서비스 개발 경험..."
https://kr.indeed.com/viewjob?jk=188b1970a79b8b2f,Open Source Engineer(Linux),Success Korea 서울 논현동,,"및 Cloud 전반에 대한 이해가 높은 분 (Container, Docker등) - Azure 설계 및 운영 경험자 우대 [전형절차] 서류전형... 높은 분 (Container, Docker등) - Azure 설계 및 운영..."
https://kr.indeed.com/viewjob?jk=4f8f0170a8c14bd5,"Principal, Back-end Engineer (Catalog)",Coupang 2.9 서울,,"등) 뛰어난 구두 및 서면 커뮤니케이션 능력 Scala를 이용한 데이터 분석 및 처리 경험 AWS, Docker 등의 환경에서 서비스 개발/운영 경험 Elasticsearch 활용 및 운영 경험 전형 절차 및 기타사항..."
https://kr.indeed.com/viewjob?jk=a64f08cbadf0e76b,"Sr. Principal, Cloud Architect",Coupang 2.9 서울,,"Ansible, Python. Strong working experience on Kubernetes, Docker, Linux, SDN, DNS, TCP/IP, Cloud Networking. Analyze complex..."
https://kr.indeed.com/viewjob?jk=d341b6f32b7ba6f7,영상 보안 코어 연구/개발,Success Korea 서울 쌍림동,,라이브러리 개발 경험 [우대요건] - Codec 관련 개발 경험 - Docker등 가상화 경험 - AI 관련 개발 경험 [전형절차] 서류전형-코딩... Codec 관련 개발 경험 - Docker등 가상화 경험 - AI 관련...
https://kr.indeed.com/viewjob?jk=ddd1f037549e47a2,"솔루션 개발자, 품질인력 채용",한화그룹 4.2 서울,,"스마트컨트랙트 개발(Ethereum, Hyperledger, Stellar 등) 경험 보유하신 분 Docker, MSA(Micro Service Architecture) 기반 서비스 개발 경험 보유하신 분 FinTech..."
https://kr.indeed.com/viewjob?jk=9ab2041ab3380a21,카카오톡 안티어뷰징을 위한 데이터/백엔드 엔지니어 및 머신러닝 전문가 모...,카카오 4.0 성남 판교역,,"PyMC, PySpark, Tensorflow 등) 우대 사항 컨테이너 환경에서의 개발 경험( Docker, Kubernetes) NoSql을 이용한 개발 경험(HBase, MongoDB, ElasticSearch) 안티어..."
https://kr.indeed.com/viewjob?jk=25bd2e9729d88096,신약개발 및 프론트엔드/백엔드 개발자,아론티어 서울 서초구,,"macOS) shell 능숙자 Docker, Kubernetes 능숙자... optimization 가능자 영문 검색결과 이해와 적용 가능자우대: Docker, Kubernetes 능숙자 데이터 분석, 통계 처리 가능자 영어..."
https://kr.indeed.com/viewjob?jk=9c45a26e96831fe9,Web Front-end 개발자,엠티콤 서울 서초구,,"Code 우대 사항 : Python, Golang, RESTful API, Node.js, CSS, Docker, AWS, Azure, GCP [자격요건] 경력사항: 신입, 경력(3년 이상 7년 이하) 학력사항: 학력무관..."
https://kr.indeed.com/viewjob?jk=55a19c92c845685e,Developer / Designer recruit,마이뮤직테이스트 서울 논현동,,"stack] - javascript, Python, Swift, Obj-C, JAVA - Django, Docker, Celery - Grunt, Backbone, RequireJS, Bower, Underscore..."
https://kr.indeed.com/viewjob?jk=52f8fb3f7e662c5d,[카카오커머스] 기술직군,카카오커머스 성남 분당구,,"분 - Docker, Kubernetes 운영 경험이 있으신 분 - 다양한 인프라 서비스(Arcus, Redis, Elasticsearch)를 운영해 보신 분 우대사항 - Kubernetes/Istio/ Docker Swarm..."
https://kr.indeed.com/viewjob?jk=11fa90db108dc242,[AI R&D] 데이터 엔지니어 모집,엔씨소프트 2.7 성남 판교역,,분 - AI 관련 Framework 혹은 Library를 이용한 개발 및 환경 구성 경험이 있으신 분 - Docker 또는 Kubernates 기반 서비스 개발 경험이 있으신 분 제출서류 최근 프로젝트 포트폴리오(필수) 전형...
https://kr.indeed.com/viewjob?jk=aec461f105d1cb32,"Sr. Containers Specialist, Korea",Amazon Web Services Korea LLC 서울,,"platforms... Kubernetes, ECS, EKS, Fargate, Docker, Mesos... others · MBA, Computer Science... Engineering..."
https://kr.indeed.com/viewjob?jk=01a559473caa06e1,웹개발 경력 정규직,유니메오 서울 서초구,"연봉 38,000,000원 - 45,000,000원","가능자 - 경력 5년 이상 * [우대사항] -풀스텍개발자 우대(연봉인상가능) -Linux서버 관리 경험 - Docker,Jenkins를 활용한 서비스 배포 경험 -MSA 아키텍쳐 경험 -Socket을 이용한 실시간 통신 규격..."
https://kr.indeed.com/viewjob?jk=d13fce11058e6cf1,보안 모니터링 시스템 개발 및 운영 담당자 모집,카카오 4.0 성남 판교역,,"본적인 웹 개발 및 Back-End 개발 가능자 DBMS 혹은 빅데이터(NoSQL)에 대한 이해 우대사항 docker, kubernetes에 대한 경험 보유 클라우드 및 최신 인프라에 대한 이해도 보유 대용량 로그 처리를..."
https://kr.indeed.com/viewjob?jk=56ca31a790bdb0a1,인공지능 IoT 분야 : (주)그렉터 경력직,그렉터 서울 송파구,,"유 경험자 - IT 네트워크/정보보안 솔루션 운영 및 기술지원 가능자 - 프로그램 유경험자 [우대사항] - docker, kubernetes 운영 경험자 - 관련 업무설계 프로젝트 운영관리 - CKA 인증 취득자 - 해당업무..."
https://kr.indeed.com/viewjob?jk=d2a5b28dd84f8530,[TmaxCloud/기술] HyperCloud Private 기술지원 엔...,티맥스소프트 성남 분당구,,"뮤니케이션이 가능하고 책임감이 강한분 - CI/CD(배포,빌드,테스트 자동화)에 관심이 많은분 경력자 - docker 및 k8s 상에서 CI/CD에 대한 지식 보유자 - Elasticsearch, Prometheus 등의..."
https://kr.indeed.com/viewjob?jk=fdd1ec500461c093,"프론트엔드, 백엔드 개발 경력 정규직",토이스미스 서울 강남구,,"깊은 이해 l 자바스크립트 프레임워크 사용 능력 (jQuery, React, Vue, Angular 등) l Docker 사용 경험 l Single Page Application 개발 능력 l 백엔드 서비스와 DB (RDB..."
https://kr.indeed.com/viewjob?jk=1a72462709bb0698,[TmaxAI/기술] AI 제품 QA 경력,티맥스소프트 성남 분당구,,"제품 사용 경험자 - AWS , Azure등 Public 클라우드 서비스 경험자 - 오픈스택, K8S 및 Docker 사용 경험자 우대 - 데이터 센터 운영 경험자 모집기간 2021/02/01 ~ 2021/02/28"
https://kr.indeed.com/viewjob?jk=dcfe7bac31d8b195,[카카오 클라우드] 카카오 클라우드 콘솔(포탈) 프론트엔드 개발자 모집,카카오 4.0 성남 판교역,,"UI 테스트 구축 및 개발 경험 TypeScript 개발 경험 Git, Zeplin, Jenkins, Docker 등 개발 및 협업에 필요한 도구의 사용에 능숙하신 분 클라우드 서비스 이용 경험 (AWS, GCP, Azure..."
https://kr.indeed.com/viewjob?jk=399dcbca2aab4049,협업도구개발팀 - 웹 프로그래머,Nexon 성남 분당구,,"Jira, Confluence, SVN, Git 등) - Container 사용 및 활용 경험 ( Docker, Kubernetes 등) - Cloud Platform 사용 및 활용 경험 (AWS-ECS, Lambda 등..."
https://kr.indeed.com/viewjob?jk=16bb7be06141c9ae,[웹젠] 웹개발(백엔드개발)(경력),웹젠 성남 분당구,,대사항 - Elastic Stack 구축 및 운영 경험자 - 컨테이너( Docker) 플랫폼 구축 및 운영 경험자 - 어플리케이션 모니터링 서비스 구축... 및 운영 경험자 - 컨테이너( Docker) 플랫폼 구축 및 운영 경험자...
https://kr.indeed.com/viewjob?jk=0cb282654f70db73,정산 및 재무서비스 개발자,Nexon 성남 분당구,,"있으신 분 - REST, SOAP API 개발 경험이 있으신 분 - GIT, Jira, Confluence, Docker 등을 활용한 경험이 있으신 분 기타사항 - 서류 접수 이후 한 달 이내로 결과를 알려 드립니다..."
https://kr.indeed.com/viewjob?jk=8d7b309b31246762,홈플랫폼 구축운영 경력사원,LG유플러스 3.8 서울,,"등을 이용한 개발/운영 경험 또는 역량 보유자 - 운영, 모니터링을 위한 효율화 도구 개발/운영 가능자 - Docker 기반 환경에서의 개발/운영 경험 또는 역량 보유자 - Git, Jira, wiki 등 협업 도구 활용..."
https://kr.indeed.com/viewjob?jk=98bcd93b1228e4b9,머신러닝 엔지니어,제이앤제이글로벌컨설팅 성남 분당구,,"플랫폼 개발 부문 채용회사 - 토탈 ICT 솔루션 전문 기업입니다 * 자격 요건 ㆍHadoop, Spark, Docker 등 빅데이터분석환경 경험 ㆍPython 언어로 프로그래밍 가능 ㆍTensorflow, Pytorch..."
https://kr.indeed.com/viewjob?jk=8dfcac57b93113ea,[TmaxBI/기술] 빅데이터 플랫폼 QA,티맥스소프트 성남 분당구,,"우대사항 - 보유기술: Java, python, RDB, NoSQL, OS(linux), Selenium, docker, Kubernetis - 자격사항:ISQTB, SQLD,ADP 모집기간 2021/02/01 ~ 2021/02/28"
https://kr.indeed.com/viewjob?jk=ceb8243bc8ae3c35,[데이터 플랫폼]데이터 엔지니어 (전문연구요원 가능),버즈니 서울,,"있으신 분 (전문연구요원의 경우 경력 무관) Python 및 기반 데이터 플랫폼 개발 경험이 있으신 분 Docker(Contatiner) 기반 시스템 환경 구축 경험이 있으신 분 소프트웨어 기반 지식을(OS 아키텍처, 알고리..."
https://kr.indeed.com/viewjob?jk=f1bb2148c8afd3a8,Cloud IT Infra/Platform & Security Manag...,크레돈 서울 강남구,,"이기종 서비스 간의 API를 설계하고 가시성과 컨트롤이확보되는 Data exchange 환경을 구현 - Docker 환경에서의 Microservice를 구축 관리하고, 관리 서비스들의 DevOps 방법론과 절차를 설계하고..."
https://kr.indeed.com/viewjob?jk=01296857655fc85f,(주)신세계아이앤씨 AI/클라우드 부문 상시,신세계아이앤씨 서울 중구,,"Scal ※ 상기 Programming 중 2개 이상 개발 역량 혹은 경험 보유자 -. Docker, Kubernetes, Micro Service... 역량 혹은 경험 보유자 -. Docker, Kubernetes, Micro..."
https://kr.indeed.com/viewjob?jk=7ec922666eddff26,스마트개발1팀 경력직 수시 채용 (Technical 아키텍처),교원그룹 서울 을지로2가,,"및 운영/관리 경험 - 리눅스 기반 오픈소스(아파치, 톰켓, MariaDB 연동) 구축/운영 경험 - Docker/Kubernetes 기반 서비스 전환 경험 [우대사항] - 대형사이트 인프라 구축 및 운영 경험 보유자..."
https://kr.indeed.com/viewjob?jk=1e5b50e5d99ce8ba,[신입/경력] 데이터베이스관리 담당자 (상시),다나와 서울 양천구,,"유 경험자(MySQL / MariaDB, Oracle 등) - NoSQL 관련 이해 또는 유 경험자 - Docker / 가상화 플랫폼 이해 또는 유 경험자 ※ 해당 채용건은 상시채용건입니다. 제출서류 - 신입의 경우, 최종학..."
https://kr.indeed.com/viewjob?jk=3e16746f07ad3952,프론트엔드 엔지니어(경력/인턴),(주)앨리스 헬스케어 서울,"연봉 35,000,000원 - 60,000,000원","공유합니다. 개발 환경 * ReactJS, Redux, TypeScript 로 개발합니다. * Nginx, Docker, AWS EC2 를 이용하여 서비스 중입니다. * GitHub 및 GitHub Action 을 이용하여..."
https://kr.indeed.com/viewjob?jk=a7ad2455872da832,[카카오스토리] 개발자 모집 (서버),카카오 4.0 성남 판교역,,"와 CLI 환경이 익숙하고 스크립팅 가능 Elastic Search, HBase 등 NOSQL 개발 경험 Docker, K8S 구축 및 운영 경험 Memcached, Redis 등의 서버 캐시를 이용한 개발 경험 필독사항..."
https://kr.indeed.com/viewjob?jk=d4a5fc99f43ca92d,[TmaxCloud/기술] HyperCloud IDC운영팀 기술지원 엔지...,티맥스소프트 성남 분당구,,"CI/CD(배포,빌드,테스트 자동화)에 관심이 많은분 경력자 - docker 및 k8s 상에서 CI/CD 지식 보유자 - 오픈소스 WAS 및 DB... 경험자 - 오픈스택, K8S 및 Docker 사용 경험자 우대 - 데이터..."
https://kr.indeed.com/viewjob?jk=29c6b79d1a7d446d,2021년 신입/경력직,다나와 서울 양천구,,"관련 이해 또는 유 경험자 Docker / 가상화 플랫폼 이해 또는 유... 스템 관련 업무경력 3년~7년 시스템 설계/구축/분석 경험자 컨테이너( Docker, K8S), Ansible, ELK 경험자 우대 바로가기 취재에디터..."
https://kr.indeed.com/viewjob?jk=b0e043b71fde5d3e,협업도구관리팀 - 웹 프로그래머,Nexon 성남 분당구,,"사용 경험 (Jira, Confluence, SVN, Git 등) - Container 사용 및 활용 경험 ( Docker, Kubernetes, AWS-ECS + Lambda 등) - Devops 에 대한 지식 및 경험..."
https://kr.indeed.com/viewjob?jk=52d863eb7e90b1af,[AI R&D] 플랫폼 개발 엔지니어 모집,엔씨소프트 2.7 성남 판교역,,Framework 혹은 Library(Tensorflow 등)를 이용한 개발 및 환경 구성 경험이 있으신 분 - Docker 또는 Kubernates 기반 서비스 개발 경험이 있으신 분 - MSA(Micro Service...
https://kr.indeed.com/viewjob?jk=f0b1e9d465d1c80e,[VC Project] VC Project BE/FE 개발 경력,네이버 서울,,"일하며 원활한 커뮤니케이션이 가능하신 분 · 대 용량 분산 처리 시스템 개발 및 운영 경험을 보유하신 분 · Docker, Kubernetes 를 사용한 서비스 개발 및 운영 경험을 보유하신 분 • Front-end [역할..."
